-0.000173861,,,,,,,,,,,,,,,,,
-0.00024096,-0.000213508,,,,,,,,,,,,,,,,
-0.000344232,-0.000247266,-0.000247266,-0.000305015,-0.000247266,-0.000247266,,,,,,,,,,,,
-0.000649164,-0.000504337,-0.000454319,-0.000296719,-0.000296719,-0.000271992,-0.000397445,-0.000397445,-0.000433577,-0.000572955,-0.000432606,-0.00040232,-0.000438894,-0.000438894,-0.00040232,-0.00040232,-0.00040232,-0.000438894
