"","pop","ZIP","pop_share"
"550",20036,91915,0.000650988488134796
"551",1198,91916,0.0000389241469747198
"552",638,91917,0.0000207292201751847
"555",19598,91932,0.000636757456102302
"558",6801,91935,0.000220970887792211
"559",27018,91941,0.000877840236196143
"562",32691,91942,0.00106216134286358
"564",20233,91945,0.000657389203455347
"568",48347,91950,0.00157083951067344
"569",1393,91962,0.0000452598804138436
"570",783,91963,0.0000254404065786357
"573",45798,91977,0.00148802010279484
"576",3715,92003,0.000120703844750487
"577",2265,92004,0.0000735919807159769
"578",9493,92007,0.000308436500192834
"579",22806,92008,0.000740988393911068
"581",33514,92009,0.00108890138707075
"582",11693,92010,0.000379916569762436
"584",18774,92011,0.000609984920954415
"585",11322,92014,0.000367862430757744
"586",35737,92019,0.00116112874827676
"587",45927,92020,0.00149221143414687
"589",52458,92021,0.00170440976794645
"591",40304,92024,0.00130951487451511
"594",37591,92025,0.00122136695235951
"595",39931,92026,0.00129739575362899
"597",43119,92027,0.00140097687262349
"598",39273,92028,0.00127601671463954
"599",39273,92088,0.00127601671463954
"600",16283,92029,0.000529049987637197
"601",2482,92036,0.0000806425148507967
"602",33584,92037,0.00109117575292069
"608",32619,92040,0.00105982199513221
"609",34361,92054,0.00111642121385505
"614",42892,92056,0.00139360142908154
"615",42902,92057,0.00139392633848867
"617",32652,92058,0.00106089419617575
"619",61,92060,0.00000198194738352079
"620",1604,92061,0.0000521154689043827
"621",38902,92064,0.00126396257563485
"623",28240,92065,0.000917544165747985
"627",36544,92069,0.00118734893743252
"629",43282,92071,0.00140627289595978
"631",10628,92075,0.000345313717902606
"632",35814,92078,0.0011636305507117
"634",24116,92081,0.000783551526245695
"635",15678,92082,0.000509392968505556
"636",28565,92083,0.000928103721479858
"638",38426,92084,0.00124849688785524
"639",1231,92086,0.0000399963480182638
"640",1264,92091,0.0000410685490618078
"642",34287,92112,0.00111401688424225
"643",34287,92101,0.00111401688424225
"645",35047,92102,0.00113870999918448
"647",29640,92103,0.000963031482746823
"648",38282,92104,0.00124381819239251
"650",52547,92105,0.00170730146166995
"654",16147,92106,0.000524631219700167
"655",24029,92107,0.000780724814403624
"657",17474,92108,0.000567746698026923
"660",42212,92109,0.00137150758939639
"663",24167,92110,0.000785208564222081
"665",38677,92111,0.00125665211397432
"667",42350,92113,0.00137599133921484
"670",53877,92114,0.00175051441281885
"672",50416,92115,0.00163806326700958
"676",29016,92116,0.000942757135741627
"678",44818,92117,0.00145617898089565
"679",18822,92118,0.000611544486108661
"682",19798,92119,0.000643255644244993
"683",21375,92120,0.000694493857750113
"686",4047,92121,0.000131490837067355
"687",39320,92122,0.00127754378885307
"690",23654,92123,0.000768540711636078
"692",22254,92124,0.00072305339463724
"693",64260,92126,0.00208786785024665
"696",30352,92127,0.000986165032534803
"699",39630,92128,0.00128761598047424
"703",42234,92129,0.00137222239009208
"704",36667,92130,0.00119134532314028
"705",25349,92131,0.000823612856145385
"710",29036,92139,0.000943406954555896
"716",66995,92154,0.00217673057309796
"719",22937,92173,0.00074524470714453
"722",46603,92201,0.00151417531006917
"723",21156,92203,0.000687378341733866
"724",4713,92210,0.000153129803582516
"725",21869,92211,0.00071054438246256
"726",27034,92220,0.000878360091247558
"728",35298,92223,0.00114686522530355
"730",19509,92225,0.000633865762378805
"731",19615,92227,0.000637309802094431
"732",2195,92230,0.000071317614866035
"734",29307,92231,0.000952211999489242
"735",8236,92233,0.00026759538771602
"736",39426,92234,0.0012809878285687
"737",39426,92235,0.0012809878285687
"738",28702,92236,0.000932554980357602
"740",25573,92240,0.000830890826865199
"741",7813,92241,0.000253851719794228
"742",1135,92242,0.0000368772177097721
"743",36538,92244,0.00118715399178824
"744",36538,92243,0.00118715399178824
"745",4836,92249,0.000157126189290271
"746",6193,92250,0.00020121639583843
"747",17126,92251,0.00055643985065864
"748",7329,92252,0.000238126104488916
"751",31250,92253,0.00101534189729549
"752",8138,92254,0.000264411275526101
"753",3104,92256,0.000100851879974566
"754",1345,92257,0.0000437003152595977
"759",27957,92260,0.000908349229526077
"760",23280,92263,0.000756389099809246
"761",23280,92262,0.000756389099809246
"762",18186,92264,0.000590880247814903
"763",62,92266,0.00000201443832423425
"766",16123,92270,0.000523851437123044
"767",903,92273,0.0000293393194642504
"768",13098,92274,0.000425566341464841
"770",6457,92276,0.000209794004186783
"771",17956,92277,0.000583407331450808
"774",1381,92281,0.0000448699891252821
"775",563,92282,0.0000182923996216755
"776",1762,92283,0.0000572490375371087
"777",19701,92284,0.000640104022995788
"779",2284,92285,0.0000742093085895325
"780",21641,92301,0.000703136447979892
"783",30186,92307,0.00098077153637637
"784",30936,92308,0.00100513974191146
"786",5763,92310,0.000187245291331644
"788",24433,92311,0.00079385115445186
"789",9961,92313,0.000323642260446731
"790",8774,92314,0.000285075513819859
"791",4260,92315,0.000138411407439321
"792",23077,92316,0.000749793438844414
"793",6816,92320,0.000221458251902913
"794",1002,92321,0.0000325559225948825
"796",41772,92324,0.00135721157548247
"797",6836,92325,0.000222108070717182
"799",272,92328,0.00000883753587405992
"800",7,92332,0.000000227436584994189
"801",607,92333,0.0000197220010130675
"804",71500,92335,0.00232310226101207
"805",67533,92336,0.0021942106992018
"806",28271,92337,0.000918551384910102
"808",782,92339,0.0000254079156379223
"810",5088,92342,0.000165313906350062
"811",15733,92344,0.000511179970244796
"813",59571,92345,0.00193551782924126
"814",45082,92346,0.001464756589244
"816",1036,92347,0.00003366061457914
"819",5241,92352,0.000170285020279221
"821",17741,92354,0.000576421779197415
"824",5368,92356,0.00017441136974983
"825",969,92358,0.0000314837215513385
"826",6587,92359,0.000214017826479532
"827",4051,92363,0.000131620800830209
"831",1601,92365,0.0000520179960822424
"833",11918,92371,0.000387227031422963
"835",4949,92372,0.000160797665590892
"836",26945,92373,0.00087546839752406
"838",31782,92374,0.00103262707775504
"839",61044,92376,0.00198337698491218
"840",14781,92377,0.000480248594685587
"842",4122,92382,0.000133927657620864
"845",1577,92386,0.0000512382135051194
"846",95,92389,0.00000308663936777828
"847",2084,92391,0.0000677111204468414
"848",39845,92392,0.00129460153272764
"849",24753,92394,0.000804248255480166
"851",30200,92395,0.000981226409546358
"852",3490,92397,0.00011339338308996
"853",898,92398,0.0000291768647606831
"854",42061,92399,0.00136660145734865
"855",1398,92401,0.0000454223351174109
"861",43900,92404,0.0014263522973207
"863",20792,92405,0.000675551639314168
"866",45021,92407,0.00146277464186048
"868",11295,92408,0.000366985175358481
"869",32240,92410,0.00104750792860181
"870",18784,92411,0.000610309830361549
"872",16935,92501,0.00055023408098237
"874",68317,92503,0.00221968359672114
"877",42625,92504,0.00138492634791104
"879",37212,92505,0.00120905288582911
"881",36955,92506,0.00120070271406575
"883",45145,92507,0.00146680351850895
"885",28116,92508,0.000913515289099517
"887",57929,92509,0.00188216770458977
"888",1033,92518,0.0000335631417569996
"889",37520,92530,0.00121906009556885
"891",15136,92532,0.000491782878638864
"892",2372,92536,0.0000770685113723166
"893",3179,92539,0.000103288700528075
"894",26638,92543,0.000865493678725029
"896",35950,92544,0.00116804931864873
"897",32602,92545,0.00105926964914008
"898",5549,92548,0.000180292230018965
"899",2408,92549,0.000078238185238001
"900",23576,92551,0.000766006418260429
"902",52821,92553,0.00171620397942544
"905",30153,92555,0.000979699335332826
"906",39278,92557,0.00127617916934311
"907",1448,92561,0.0000470468821530837
"909",47402,92562,0.00154013557169922
"910",42306,92563,0.00137456173782345
"911",7062,92567,0.000229451023318423
"912",42057,92570,0.0013664714935858
"914",37928,92571,0.00123231639937994
"916",11504,92582,0.000373775781967593
"918",23275,92583,0.000756226645105678
"919",34218,92584,0.00111177500933302
"920",15216,92585,0.00049438215389594
"921",17358,92586,0.000563977748904162
"922",13224,92587,0.000429660199994736
"923",3259,92590,0.000105887975785152
"924",3259,92593,0.000105887975785152
"925",29948,92591,0.000973038692486567
"926",29948,92589,0.000973038692486567
"927",55624,92592,0.00180727608624525
"928",23315,92595,0.000757526282734217
"929",18417,92596,0.000598385655119711
"930",17879,92602,0.000580905529015872
"931",15258,92603,0.000495746773405905
"932",23012,92604,0.00074768152769804
"933",17362,92606,0.000564107712667016
"934",8826,92610,0.000286765042736959
"935",26088,92612,0.000847623661332629
"939",20152,92614,0.000654757437257557
"941",14916,92617,0.000484634871681903
"943",17180,92618,0.000558194361457167
"945",33244,92620,0.00108012883307812
"946",5423,92624,0.00017619837148907
"947",10706,92625,0.000347848011278255
"948",42831,92626,0.00139161948169802
"950",48092,92627,0.00156255432079151
"951",22747,92629,0.000739071428408974
"953",48076,92630,0.00156203446574009
"954",16248,92637,0.000527912804712226
"956",45748,92646,0.00148639555575917
"957",47855,92647,0.00155485396784242
"959",39445,92648,0.00128160515644225
"960",27980,92649,0.000909096521162487
"961",20340,92651,0.000660865734111686
"964",23912,92653,0.00077692337434015
"965",7647,92655,0.000248458223635795
"966",39360,92656,0.00127884342648161
"967",7830,92657,0.000254404065786357
"969",28311,92660,0.000919851022538641
"970",2939,92661,0.0000954908747568459
"972",20430,92663,0.000663789918775897
"975",28499,92672,0.00092595931939277
"976",21951,92673,0.000713208639601063
"978",28014,92675,0.000910201213146744
"979",1728,92676,0.0000561443455528512
"981",52881,92677,0.00171815343586824
"983",25444,92679,0.000826699495513164
"984",74092,92683,0.00240731877934135
"987",33558,92688,0.00109033098846214
"988",39611,92691,0.00128699865260069
"990",39460,92692,0.00128209252055296
"991",15594,92694,0.000506663729485626
"992",36050,92701,0.00117129841272007
"996",52253,92703,0.00169774912510019
"998",66293,92704,0.00215392193271711
"1000",35943,92705,0.00116782188206373
"1001",26946,92706,0.000875500888464774
"1002",47797,92707,0.00155296949328104
"1003",47627,92708,0.00154744603335975
"1006",47385,92780,0.00153958322570709
"1007",17087,92782,0.000555172703970815
"1008",48138,92801,0.00156404890406432
"1013",32646,92802,0.00106069925053147
"1014",66191,92804,0.00215060785676434
"1017",52799,92805,0.00171548917872974
"1018",31019,92806,0.00100783648999068
"1022",29714,92807,0.000965435812359619
"1024",15837,92808,0.000514559028078996
"1026",30226,92821,0.000982071174004908
"1028",2402,92823,0.0000780432395937203
"1029",29418,92831,0.000955818493908436
"1031",20145,92832,0.000654530000672562
"1034",40769,92833,0.00132462316194687
"1035",19075,92835,0.000619764694109165
"1037",44111,92840,0.00143320788581124
"1039",26248,92841,0.000852822211846782
"1040",34697,92843,0.00112733816993477
"1041",19455,92844,0.000632111251580278
"1043",13807,92845,0.000448602418430681
"1044",22172,92860,0.000720389137498737
"1045",5096,92861,0.00016557383387577
"1047",15874,92865,0.000515761192885394
"1048",12760,92866,0.000414584403503693
"1052",35056,92867,0.0011390024176509
"1053",21677,92868,0.000704306121845576
"1056",30479,92869,0.000990291382005412
"1057",41921,92870,0.00136205272564877
"1060",36976,92879,0.00120138502382073
"1061",43837,92880,0.00142430536805575
"1063",24869,92881,0.000808017204602927
"1065",52739,92882,0.00171353972228693
"1066",24233,92883,0.000787352966309169
"1067",38208,92886,0.00124141386277971
"1069",15874,92887,0.000515761192885394
"1070",26435,93002,0.000858898017760198
"1071",26435,93001,0.000858898017760198
"1074",41475,93003,0.00134756176609057
"1077",23707,93004,0.000770262731493891
"1078",34773,93010,0.00112980748142899
"1080",28578,93012,0.000928526103709133
"1082",13406,93013,0.000435573551204585
"1084",12347,93015,0.000401165644989036
"1086",28431,93021,0.000923749935424255
"1087",5915,93022,0.00019218391432009
"1089",16983,93023,0.000551793646136616
"1090",44783,93030,0.00145504179797068
"1092",59977,93033,0.00194870915117092
"1093",22728,93035,0.000738454100535418
"1096",32967,93036,0.00107112884250049
"1097",1504,93040,0.0000488663748330372
"1099",18390,93041,0.000597508399720448
"1103",24784,93060,0.000805255474642283
"1104",44889,93063,0.00145848583768631
"1108",57732,93065,0.00187576698926922
"1110",2635,93066,0.0000856136287799554
"1113",26434,93101,0.000858865526819485
"1117",16887,93103,0.000548674515828124
"1120",21219,93105,0.000689425270998814
"1121",10249,93108,0.000332999651372206
"1123",9533,93109,0.000309736137821372
"1124",14491,93110,0.000470826221878685
"1125",14513,93111,0.000471541022574381
"1130",49049,93117,0.00159364815105428
"1133",737,93201,0.0000239458233058168
"1134",2427,93202,0.0000788555131115567
"1135",14828,93203,0.000481775668899119
"1136",11074,93204,0.000359804677460807
"1137",1836,93205,0.0000596533671499044
"1138",1527,93206,0.0000496136664694467
"1139",230,93207,0.00000747291636409478
"1141",17094,93210,0.00055540014055581
"1142",20905,93212,0.000679223115614789
"1143",41467,93215,0.00134730183856486
"1145",640,93218,0.0000207942020566116
"1146",6602,93219,0.000214505190590234
"1148",11409,93221,0.000370689142599815
"1149",1391,93222,0.0000451948985324167
"1150",7452,93223,0.000242122490196671
"1151",354,93224,0.0000115017930125633
"1152",4214,93225,0.000136916824166502
"1155",48933,93230,0.00158987920193152
"1156",4694,93234,0.00015251247570896
"1157",3007,93235,0.0000977002587253609
"1158",1371,93238,0.0000445450797181476
"1159",1413,93239,0.0000459096992281127
"1160",4779,93240,0.000155274205669604
"1161",12548,93241,0.000407696324072441
"1162",2524,93242,0.0000820071343607619
"1163",1302,93243,0.0000423032048089192
"1164",307,93244,0.00000997471879903086
"1165",26833,93245,0.000871829412164153
"1167",13007,93247,0.000422609665859917
"1169",9386,93250,0.000304959969536494
"1170",187,93251,0.00000607580591341619
"1171",3309,93252,0.000107512522820824
"1173",598,93255,0.0000194295825466464
"1174",3544,93256,0.000115147893888487
"1175",53086,93257,0.0017248140787145
"1176",1632,93258,0.0000530252152443595
"1177",145,93260,0.00000471118640345106
"1178",2223,93261,0.0000722273612060117
"1179",44,93262,0.00000142960139139205
"1180",13967,93263,0.000453800968944834
"1181",2608,93265,0.0000847363733806921
"1182",1022,93266,0.0000332057414091516
"1183",4919,93267,0.000159822937369488
"1184",12606,93268,0.000409580798633821
"1185",3897,93270,0.000126617195960336
"1186",2053,93271,0.0000667039012847243
"1187",2053,93237,0.0000667039012847243
"1188",2235,93272,0.0000726172524945732
"1189",50468,93274,0.00163975279592668
"1192",127,93276,0.00000412634947060886
"1194",39600,93290,0.00128664125225284
"1195",39600,93277,0.00128664125225284
"1197",20557,93280,0.000667916268246506
"1198",2035,93283,0.0000661190643518821
"1199",1861,93285,0.0000604656406677408
"1200",7056,93286,0.000229256077674143
"1201",138,93287,0.00000448374981845687
"1202",39404,93291,0.001280273027873
"1204",29084,93292,0.000944966519710142
"1205",8892,93301,0.000288909444824047
"1208",36994,93304,0.00120196986075358
"1209",36994,93385,0.00120196986075358
"1210",25812,93305,0.000838656161695715
"1212",49416,93306,0.00160557232629612
"1213",57024,93307,0.00185276340324409
"1216",41078,93308,0.00133466286262733
"1219",46762,93389,0.00151934136964261
"1220",46762,93309,0.00151934136964261
"1221",32859,93311,0.00106761982090344
"1223",41538,93312,0.00134960869535552
"1224",31475,93313,0.00102265235895601
"1226",17971,93314,0.00058389469556151
"1228",24091,93401,0.000782739252727858
"1229",12960,93402,0.000421082591646384
"1232",32821,93405,0.00106638516515633
"1237",24883,93420,0.000808472077772915
"1238",24883,93421,0.000808472077772915
"1240",25846,93422,0.000839760853679973
"1242",1344,93426,0.0000436678243188843
"1243",4250,93427,0.000138086498032186
"1244",5589,93428,0.000181591867647503
"1246",2512,93430,0.0000816172430722004
"1248",727,93432,0.0000236209138986822
"1249",10731,93433,0.000348660284796092
"1251",4964,93434,0.000161285029701593
"1253",42219,93436,0.00137173502598138
"1254",2236,93437,0.0000726497434352867
"1258",9469,93442,0.000307656717615711
"1259",15448,93444,0.000501920052141462
"1261",5773,93445,0.000187570200738779
"1263",34885,93446,0.0011334464667889
"1265",6454,93449,0.000209696531364642
"1266",578,93450,0.0000187797637323773
"1267",3192,93451,0.00010371108275735
"1268",603,93452,0.0000195920372502137
"1269",2751,93453,0.0000893825779027163
"1271",28470,93454,0.00092501708211208
"1272",33650,93455,0.00109332015500778
"1274",38517,93458,0.00125145356346017
"1275",4289,93460,0.000139353644720011
"1276",1264,93461,0.0000410685490618078
"1277",6922,93463,0.000224902291618539
"1279",7481,93465,0.000243064727477361
"1280",3928,93501,0.000127624415122453
"1283",10595,93505,0.000344241516859062
"1284",6216,93510,0.00020196368747484
"1285",159,93512,0.00000516605957343944
"1286",1282,93513,0.00004165338599465
"1287",11852,93514,0.000385082629335875
"1288",11852,93515,0.000385082629335875
"1289",1664,93516,0.0000540649253471901
"1291",790,93517,0.0000256678431636299
"1292",811,93518,0.0000263501529186125
"1294",18,93522,0.0000005848369328422
"1295",2141,93523,0.0000695631040675084
"1297",657,93526,0.0000213465480487403
"1298",1634,93527,0.0000530901971257864
"1299",79,93528,0.00000256678431636299
"1302",288,93531,0.0000093573909254752
"1303",2063,93532,0.0000670288106918588
"1304",30073,93539,0.000977100060075749
"1305",30073,93584,0.000977100060075749
"1306",30073,93534,0.000977100060075749
"1307",52352,93535,0.00170096572823083
"1309",55816,93536,0.00181351434686224
"1310",375,93541,0.0000121841027675458
"1311",10252,93543,0.000333097124194347
"1312",768,93544,0.0000249530424679339
